grid_x,grid_t,time,MAE,max_err,interp_type,scheme_order,boundary_order
45,45,3408.7817425727844,0.007741797799887223,0.026058908435987238,random,1,1
50,50,6924.204688549042,0.007455154137843239,0.02401412749466242,random,1,1
10,10,8.344177722930908,0.10195727805692668,0.40259520641122915,random,1,1
15,15,17.991074085235596,0.034050379017353534,0.13680007986793474,random,1,1
20,20,51.44396996498108,0.016169072644907252,0.06886390320811875,random,1,1
25,25,140.02707242965698,0.010739513629174174,0.04161550511030854,random,1,1
30,30,354.34738206863403,0.006882622308761071,0.028740738712279223,random,1,1
35,35,811.2294783592224,0.005435714608039496,0.02086026380776007,random,1,1
40,40,1578.0800323486328,0.0042627201448464155,0.018928424531934884,random,1,1
45,45,3408.1872856616974,0.00410002642739091,0.01666125475403879,random,1,1
50,50,6741.093860626221,0.002676675696417493,0.011813190594740064,random,1,1
10,10,8.334178924560547,0.1019588264330613,0.4026674115262495,random,1,1
15,15,16.741543531417847,0.03405016479482689,0.13678979890281007,random,1,1
20,20,49.56631374359131,0.016169557151976863,0.06885909484209163,random,1,1
25,25,136.59565353393555,0.010739125732480884,0.04161225657287504,random,1,1
30,30,327.24593925476074,0.006883569919338777,0.029955594471133717,random,1,1
35,35,806.8929781913757,0.005436310292813942,0.021183645783943716,random,1,1
40,40,1582.5929877758026,0.006389631131434641,0.02471596796112585,random,1,1
45,45,3398.6714375019073,0.0035741427361356587,0.015229298698661742,random,1,1
50,50,6791.0942277908325,0.004023084411273242,0.01541181768752875,random,1,1
10,10,8.121687650680542,0.10195459430720563,0.4026770189822034,random,1,1
15,15,16.186914205551147,0.03405019170509197,0.1367956857946966,random,1,1
20,20,51.10604524612427,0.016168912053980425,0.06886472459010551,random,1,1
25,25,137.17689275741577,0.010739193293525169,0.04162920179274521,random,1,1
30,30,354.5999939441681,0.0068826694030824104,0.028736086843934028,random,1,1
35,35,804.8515977859497,0.00543548981202223,0.02097115240294034,random,1,1
40,40,1571.3945639133453,0.0038591365070125483,0.01659546478724394,random,1,1
45,45,3411.4218196868896,0.007306020337048754,0.025002989665871334,random,1,1
50,50,6765.343814611435,0.004087165109681178,0.015577166363122452,random,1,1
10,10,7.971673011779785,0.10195948568724926,0.4025804715811163,random,1,1
15,15,18.01583218574524,0.03405109517891572,0.13679298572773646,random,1,1
20,20,49.5032000541687,0.016169315301198382,0.06886196801337408,random,1,1
25,25,137.03331017494202,0.010739104610527187,0.041617579504508284,random,1,1
30,30,355.43593311309814,0.006882728114092693,0.028747908825596857,random,1,1
35,35,817.4151575565338,0.005435862774476571,0.02091464000197163,random,1,1
40,40,1751.448110818863,0.0037748372207024594,0.015686148104164466,random,1,1
45,45,3411.000188589096,0.004639869005289813,0.01809107307177149,random,1,1
50,50,6780.286242246628,0.011136499139797886,0.03328947841337132,random,1,1
10,10,8.25473141670227,0.10195311546468201,0.4026000749697035,random,1,1
15,15,16.2100350856781,0.03405138374953779,0.1367926046125073,random,1,1
20,20,52.207332134246826,0.016169487193513365,0.06885747803250075,random,1,1
25,25,137.05544519424438,0.010738974651096096,0.04162111481555464,random,1,1
30,30,349.04990673065186,0.0068825928941166105,0.028763084762399416,random,1,1
35,35,807.346981048584,0.005435743720534138,0.020948568634357678,random,1,1
40,40,1589.4103450775146,0.00628684727908278,0.024484024699043094,random,1,1
45,45,3373.6400306224823,0.003511103429062378,0.015014566762375114,random,1,1
50,50,6800.687972545624,0.002522466307414942,0.011106732865253321,random,1,1
10,10,8.146704196929932,0.10195824992171876,0.40270517992295896,random,1,1
15,15,15.54253101348877,0.0340516790458786,0.13680784477144914,random,1,1
20,20,49.72059726715088,0.016169140241326777,0.06885915411248977,random,1,1
25,25,136.47290658950806,0.010739136843584346,0.041614134608276454,random,1,1
30,30,348.57142448425293,0.006882693457362615,0.028758306760808372,random,1,1
35,35,802.0713980197906,0.005435570339729542,0.020848689490509664,random,1,1
40,40,1774.6647000312805,0.003774638624311265,0.01567904088649319,random,1,1
45,45,3398.5158150196075,0.0032381507316112932,0.012660944177607214,random,1,1
50,50,6720.257727861404,0.0041077715266514435,0.015746830283246083,random,1,1
10,10,8.322215795516968,0.10195830248138277,0.40281929870646016,random,1,1
15,15,15.201409101486206,0.034051039385958645,0.1368110695511845,random,1,1
20,20,51.95352101325989,0.016169143876231803,0.068854756525636,random,1,1
25,25,139.10949850082397,0.010739234914719037,0.041615058877143674,random,1,1
30,30,351.14116621017456,0.006882546481063457,0.028749377562117595,random,1,1
35,35,755.3272144794464,0.00639607650788979,0.026489299834051683,random,1,1
40,40,1585.7029840946198,0.0064550478548230025,0.02487019955540737,random,1,1
45,45,3355.7004039287567,0.006076884060447201,0.02195429248450409,random,1,1
50,50,6780.562974214554,0.00343073861885469,0.01388189427891462,random,1,1
10,10,8.469276666641235,0.10195700483314374,0.40255561727503586,random,1,1
15,15,16.248105764389038,0.03405156210979024,0.13682977200645463,random,1,1
20,20,47.687751054763794,0.01617384191492336,0.06923694822173043,random,1,1
25,25,140.73892498016357,0.01073917965692404,0.041613844594451055,random,1,1
30,30,357.50159645080566,0.006882680298746781,0.02874031565826396,random,1,1
35,35,812.6112604141235,0.005435691071297959,0.020951101364498514,random,1,1
40,40,1593.2072186470032,0.005206299745207459,0.02186017146442709,random,1,1
45,45,3416.62447142601,0.0054834360350921,0.020422556578127526,random,1,1
50,50,6805.4378027915955,0.005409866451385665,0.018785106366849547,random,1,1
10,10,8.144707202911377,0.10195610656662424,0.40256538035976164,random,1,1
15,15,15.737010478973389,0.03405098753447291,0.1368131704510952,random,1,1
20,20,48.8162100315094,0.01617173963295192,0.06918308705966414,random,1,1
25,25,134.72645688056946,0.010739125731893836,0.04163710712257018,random,1,1
30,30,346.23128271102905,0.006882585763730129,0.028827533751724532,random,1,1
35,35,808.3326478004456,0.005435731263229432,0.020986112236972443,random,1,1
40,40,1577.0152356624603,0.004601776325493864,0.020134007014968147,random,1,1
45,45,3395.202677488327,0.007194230943147643,0.024717687474229755,random,1,1
50,50,6803.905754804611,0.004151442133010361,0.015922820542987992,random,1,1
10,10,8.120685815811157,0.1019608648355653,0.40278038043552566,random,1,1
15,15,17.43072509765625,0.034050451596493066,0.13678655653768546,random,1,1
20,20,49.80057215690613,0.016168813927281433,0.06888753947083903,random,1,1
25,25,139.86318731307983,0.010739307744751812,0.04162883361685232,random,1,1
30,30,358.19930148124695,0.006882557499212698,0.02875075444820041,random,1,1
35,35,810.3326003551483,0.00543578790786593,0.02090163427790781,random,1,1
40,40,1559.8767788410187,0.006195899909309226,0.02427475008305313,random,1,1
45,45,3412.187460899353,0.0033254742041163416,0.01387703407341967,random,1,1
50,50,6817.795832633972,0.0074185600342812795,0.02393948582591998,random,1,1
10,10,8.403274774551392,0.10195495230289596,0.4025911872864968,random,1,1
15,15,16.67945885658264,0.034050210276952084,0.13680165046375237,random,1,1
20,20,50.82159614562988,0.016169485437570148,0.06887712787143407,random,1,1
25,25,142.76113963127136,0.01073914681570487,0.04161125733840232,random,1,1
30,30,344.4635546207428,0.006882522728920104,0.028827212998340235,random,1,1
35,35,798.511866569519,0.005435822168702444,0.021087241574791027,random,1,1
40,40,1584.78085231781,0.00981928148707224,0.0336225285689955,random,1,1
45,45,3395.3982796669006,0.008494609114974502,0.027844183518826227,random,1,1
50,50,6804.444530963898,0.0026805330211551307,0.011738302767479225,random,1,1
10,10,8.376065492630005,0.10195872169060849,0.402630257877614,random,1,1
15,15,15.98290729522705,0.034050183842749826,0.13678521605100535,random,1,1
20,20,49.286104917526245,0.016169270228177223,0.06887487079235055,random,1,1
25,25,137.07566595077515,0.010739065466010405,0.04164098561664897,random,1,1
30,30,350.9323890209198,0.0068828495271813775,0.028825992744867635,random,1,1
35,35,768.7259321212769,0.006091751133090933,0.025335554337270416,random,1,1
40,40,1578.7654857635498,0.0062819578821650054,0.02447187994994582,random,1,1
45,45,3390.561708688736,0.00573871341295036,0.02109747660721273,random,1,1
50,50,6619.375912904739,0.0028261329393874154,0.012246514997728108,random,1,1
10,10,8.36717963218689,0.1019568965273091,0.40261135375181056,random,1,1
15,15,16.989439725875854,0.03405010594265129,0.13678678387616972,random,1,1
20,20,50.97834515571594,0.016169496223177385,0.06888525781514865,random,1,1
25,25,139.87837886810303,0.010739125182423908,0.041613979429514614,random,1,1
30,30,354.1435537338257,0.0068829473479175935,0.028748211124316803,random,1,1
35,35,754.8659348487854,0.006305680822037453,0.026161356511154477,random,1,1
40,40,1574.0311079025269,0.00565599823331447,0.02296129377769629,random,1,1
45,45,3384.6554358005524,0.0039516722528154195,0.016288694503816092,random,1,1
50,50,6787.952884912491,0.003279198185685479,0.013521509173385682,random,1,1
10,10,7.930659294128418,0.10195886637638693,0.4028334211880623,random,1,1
15,15,16.48925256729126,0.034049824151774884,0.13680569640663964,random,1,1
20,20,50.60508728027344,0.016169412307623275,0.06888062859862998,random,1,1
25,25,137.79307436943054,0.0107391365564642,0.041615946618733024,random,1,1
30,30,343.3471255302429,0.006882527108146421,0.028824519190750797,random,1,1
35,35,749.9770393371582,0.005556682893666701,0.023531924102622948,random,1,1
40,40,1571.7029194831848,0.0052223914707814146,0.021894864926248703,random,1,1
45,45,3372.450926542282,0.004429742852613908,0.01748922062729863,random,1,1
50,50,6884.175560712814,0.012409927416440744,0.03652901475423173,random,1,1
10,10,8.559244632720947,0.1019637597061526,0.40273753680025637,random,1,1
15,15,16.533477306365967,0.034050731417502145,0.13681157200338234,random,1,1
20,20,50.838971853256226,0.016169675600425773,0.06886346686436295,random,1,1
25,25,141.66597318649292,0.010739195556999604,0.04161731071679464,random,1,1
30,30,354.51489758491516,0.006882639252066984,0.02875621357012259,random,1,1
35,35,801.5492904186249,0.005435685664033788,0.020858786764693438,random,1,1
40,40,1580.785228729248,0.005942629737753982,0.023663014310483343,random,1,1
45,45,3393.09366607666,0.005134240791055671,0.019472126397292344,random,1,1
50,50,6822.6553790569305,0.004201856716789621,0.01584309128305994,random,1,1
10,10,4.377722978591919,0.10195932908470791,0.4028642160027104,scikit_interpn,1,1
15,15,14.952791690826416,0.03405083906368822,0.136846663989586,scikit_interpn,1,1
20,20,45.519155740737915,0.016169069571999973,0.06887260348782043,scikit_interpn,1,1
25,25,133.40340662002563,0.01073892355053854,0.04161487805170527,scikit_interpn,1,1
30,30,299.62775111198425,0.006882292898840558,0.028749751992485306,scikit_interpn,1,1
35,35,729.7410447597504,0.005435129916256589,0.020857601676678383,scikit_interpn,1,1
40,40,1640.879951953888,0.0037746147964860415,0.015695244717654377,scikit_interpn,1,1
45,45,3295.911432504654,0.003230501719288923,0.012499282144887491,scikit_interpn,1,1
50,50,6534.22549700737,0.0024127816656275463,0.009903090003219761,scikit_interpn,1,1
10,10,8.351272106170654,0.1019564332612968,0.40267205515290627,scikit_interpn,1,1
15,15,15.04603385925293,0.034050380967212,0.13681261822250113,scikit_interpn,1,1
20,20,43.96196222305298,0.016167367214194307,0.0688605449885703,scikit_interpn,1,1
25,25,120.46333861351013,0.01073897791482277,0.04162438375631361,scikit_interpn,1,1
30,30,295.5750765800476,0.006882496553580431,0.028736112802652425,scikit_interpn,1,1
35,35,727.6685371398926,0.005435527371104318,0.02084448312007503,scikit_interpn,1,1
40,40,1621.0351593494415,0.0037746189480418525,0.015681158199661538,scikit_interpn,1,1
45,45,3255.5020430088043,0.0032300211416837815,0.01249058274462822,scikit_interpn,1,1
50,50,6527.139010190964,0.0024121476003419076,0.009903421512565291,scikit_interpn,1,1
10,10,8.56248426437378,0.10195325613310648,0.4026630975630324,scikit_interpn,1,1
15,15,14.70005488395691,0.03405243784592552,0.13687225975406692,scikit_interpn,1,1
20,20,45.070528507232666,0.016169400493339488,0.06886732390943562,scikit_interpn,1,1
25,25,120.12164378166199,0.010739150602327541,0.04163300311929341,scikit_interpn,1,1
30,30,298.6605486869812,0.006881685490146654,0.02878049179351394,scikit_interpn,1,1
35,35,730.6939179897308,0.005435789563795549,0.02087396194921798,scikit_interpn,1,1
40,40,1615.7900574207306,0.003774507805764906,0.015705987215460016,scikit_interpn,1,1
45,45,3279.4381577968597,0.0032308287280942687,0.01250900815249989,scikit_interpn,1,1
50,50,6510.057968616486,0.002412987973720896,0.00991436953714453,scikit_interpn,1,1
10,10,8.502445459365845,0.10195673719221736,0.4025624383465375,scikit_interpn,1,1
15,15,14.917704820632935,0.034050480016458815,0.1368456903980978,scikit_interpn,1,1
20,20,44.99480891227722,0.016168658018021836,0.06889919985655579,scikit_interpn,1,1
25,25,120.00827836990356,0.010739167142320772,0.041634230647339066,scikit_interpn,1,1
30,30,294.7093653678894,0.006882664376892446,0.02878702434832059,scikit_interpn,1,1
35,35,725.8644773960114,0.005435540905205049,0.020884594258493427,scikit_interpn,1,1
40,40,1612.323275089264,0.0037747236839009855,0.01571541597043591,scikit_interpn,1,1
45,45,3287.905221939087,0.003230449765270573,0.012515334667280276,scikit_interpn,1,1
50,50,6553.905420303345,0.002412075293727739,0.009931545680464615,scikit_interpn,1,1
10,10,8.317788362503052,0.10195655392361752,0.40265645519880544,scikit_interpn,1,1
15,15,14.360038995742798,0.03404956219240191,0.13683567085683424,scikit_interpn,1,1
20,20,46.77053928375244,0.01616855096494606,0.06891383348377089,scikit_interpn,1,1
25,25,122.277676820755,0.010738980596660909,0.04164268211773037,scikit_interpn,1,1
30,30,299.0299415588379,0.006882572457862625,0.02882052507359356,scikit_interpn,1,1
35,35,722.9574673175812,0.0054357538704583605,0.020907883980702757,scikit_interpn,1,1
40,40,1626.9323925971985,0.003775062751602006,0.015736066688304073,scikit_interpn,1,1
45,45,3275.9732072353363,0.0032306665475015095,0.012535146157588883,scikit_interpn,1,1
50,50,6557.664991617203,0.0024123351083274007,0.00993762332485748,scikit_interpn,1,1
10,10,8.02527403831482,0.10196479878640184,0.40280731390636804,scikit_interpn,1,1
15,15,15.37197995185852,0.03404984792515302,0.13680610755012212,scikit_interpn,1,1
20,20,44.74893069267273,0.016169461890526905,0.06886496556754196,scikit_interpn,1,1
25,25,129.14475989341736,0.010739180318662082,0.04161033544938719,scikit_interpn,1,1
30,30,297.17728662490845,0.006882648707230252,0.028758888402179994,scikit_interpn,1,1
35,35,721.3764567375183,0.0054360982667175095,0.020863733888103364,scikit_interpn,1,1
40,40,1659.3200869560242,0.003774614493292282,0.015697186213471492,scikit_interpn,1,1
45,45,3306.70885682106,0.0032302370205948873,0.012503957378252495,scikit_interpn,1,1
50,50,6528.1097593307495,0.0024121628351436697,0.009915103477706855,scikit_interpn,1,1
10,10,7.942798614501953,0.10195789131058226,0.4027715419296004,scikit_interpn,1,1
15,15,15.713007926940918,0.03405091619825975,0.13679631170308892,scikit_interpn,1,1
20,20,44.03007245063782,0.01616946313740083,0.0688739184993089,scikit_interpn,1,1
25,25,120.2635064125061,0.010738839677638884,0.041619952355924306,scikit_interpn,1,1
30,30,294.436674118042,0.006882603107957844,0.028772379661517355,scikit_interpn,1,1
35,35,731.5785067081451,0.005435755767404734,0.020871908099716507,scikit_interpn,1,1
40,40,1617.0080180168152,0.003774554945695941,0.015712439628400632,scikit_interpn,1,1
45,45,3305.0642256736755,0.0032302137425755297,0.012508732678365053,scikit_interpn,1,1
50,50,6486.412401914597,0.0024119806889062864,0.009915592137352602,scikit_interpn,1,1
10,10,8.552096366882324,0.10195676474241522,0.4027219516219709,scikit_interpn,1,1
15,15,14.572750091552734,0.03405192876584293,0.13684975144415146,scikit_interpn,1,1
20,20,45.525994062423706,0.016169255057663687,0.06888955672187613,scikit_interpn,1,1
25,25,123.86811518669128,0.010738980728742291,0.041625370498160064,scikit_interpn,1,1
30,30,296.4765613079071,0.006882637632624726,0.02875357023165792,scikit_interpn,1,1
35,35,724.1793284416199,0.005435938725716116,0.020857512622080465,scikit_interpn,1,1
40,40,1622.771505355835,0.003774801719973238,0.0156932714857545,scikit_interpn,1,1
45,45,3326.984596014023,0.0032298702495777813,0.012498344878849266,scikit_interpn,1,1
50,50,6563.76332783699,0.0024124926851758263,0.009893577682282717,scikit_interpn,1,1
10,10,8.045636415481567,0.10195810612979597,0.40257708168917505,scikit_interpn,1,1
15,15,15.253942012786865,0.03405010173430765,0.136854147455444,scikit_interpn,1,1
20,20,46.011967182159424,0.016169177706810457,0.06891153586043641,scikit_interpn,1,1
25,25,120.40786647796631,0.010739259962209936,0.04164397190007463,scikit_interpn,1,1
30,30,294.37187695503235,0.006882049375863855,0.028781916150512066,scikit_interpn,1,1
35,35,720.3206067085266,0.0054357088961507595,0.02089403509803145,scikit_interpn,1,1
40,40,1616.8105432987213,0.003774904362185385,0.01572270172667234,scikit_interpn,1,1
45,45,3284.664407968521,0.003230744581782424,0.012523178634712306,scikit_interpn,1,1
50,50,6523.744697332382,0.002413099253700542,0.009920755156458627,scikit_interpn,1,1
10,10,8.478888511657715,0.10195639005867319,0.40257799141521433,scikit_interpn,1,1
15,15,14.386317253112793,0.034050492075443556,0.13679719125604117,scikit_interpn,1,1
20,20,45.10303449630737,0.016168925942386673,0.06884950390863509,scikit_interpn,1,1
25,25,120.28787159919739,0.010739195016720125,0.04161151794281681,scikit_interpn,1,1
30,30,297.88600397109985,0.0068824873902932505,0.028739020973268747,scikit_interpn,1,1
35,35,729.1156179904938,0.005435771107593012,0.02084788565696838,scikit_interpn,1,1
40,40,1609.7643575668335,0.003774575289736681,0.01568674427482386,scikit_interpn,1,1
45,45,3262.6175627708435,0.0032304143107945047,0.01249334392703294,scikit_interpn,1,1
50,50,6512.118492603302,0.0024126615960343043,0.009901863717549975,scikit_interpn,1,1
10,10,7.935563564300537,0.10195776846032154,0.4027561575963824,scikit_interpn,1,1
15,15,15.345938444137573,0.03405200407771247,0.13684237804982224,scikit_interpn,1,1
20,20,47.00167894363403,0.016169225562542442,0.06888934950649228,scikit_interpn,1,1
25,25,121.40583872795105,0.010739111374412866,0.041611786025368525,scikit_interpn,1,1
30,30,297.2202482223511,0.006882600307307912,0.028735485224817503,scikit_interpn,1,1
35,35,725.7541539669037,0.005435194047456974,0.020846727489764127,scikit_interpn,1,1
40,40,1650.078365802765,0.003774795119192369,0.015684908381637608,scikit_interpn,1,1
45,45,3263.632528066635,0.003230846246834776,0.01248995688221377,scikit_interpn,1,1
50,50,6535.88103556633,0.002412119909287035,0.009890662905179037,scikit_interpn,1,1
10,10,8.012451887130737,0.10195606693864813,0.4028250207879903,scikit_interpn,1,1
15,15,14.49595594406128,0.03405047917260979,0.136864486146281,scikit_interpn,1,1
20,20,43.18800592422485,0.016168825719773308,0.06888810679819513,scikit_interpn,1,1
25,25,120.12421226501465,0.010738968970424524,0.04163495564115827,scikit_interpn,1,1
30,30,304.1422197818756,0.006882627973303356,0.028813844653660214,scikit_interpn,1,1
35,35,722.5119664669037,0.005435377991005388,0.02090572377038702,scikit_interpn,1,1
40,40,1619.2752232551575,0.003774800271165387,0.015730204631520528,scikit_interpn,1,1
45,45,3254.5657727718353,0.003230721860358012,0.012530276286460418,scikit_interpn,1,1
50,50,6582.704194545746,0.00241205903707789,0.009916969108440643,scikit_interpn,1,1
10,10,8.347644329071045,0.10195946288057076,0.40258048358528165,scikit_interpn,1,1
15,15,15.526041746139526,0.03405004646886118,0.136797433027378,scikit_interpn,1,1
20,20,42.94432759284973,0.016168840591607635,0.06886594807519186,scikit_interpn,1,1
25,25,123.17575693130493,0.010738990667543911,0.04161224345802361,scikit_interpn,1,1
30,30,307.4849126338959,0.006882689822087279,0.02875484647251869,scikit_interpn,1,1
35,35,729.0608339309692,0.005435635989398882,0.020859144651692363,scikit_interpn,1,1
40,40,1606.3375611305237,0.003774540607782656,0.015693619853086704,scikit_interpn,1,1
45,45,3247.8456535339355,0.003231510067750913,0.012500145355131331,scikit_interpn,1,1
50,50,6628.8168387413025,0.0024123239982039558,0.009904109763395175,scikit_interpn,1,1
10,10,8.344268798828125,0.101957111395887,0.4026577616055179,scikit_interpn,1,1
15,15,15.13004469871521,0.034050402129465716,0.13679706230771638,scikit_interpn,1,1
20,20,44.1768696308136,0.01616797955139432,0.06885461623752243,scikit_interpn,1,1
25,25,120.20049238204956,0.010739695597877307,0.04163819560478299,scikit_interpn,1,1
30,30,296.1515073776245,0.006882450189418496,0.02884073476794602,scikit_interpn,1,1
35,35,718.2381343841553,0.0054354836020144535,0.020933247060811455,scikit_interpn,1,1
40,40,1611.849735736847,0.003775484413939637,0.01575662934672284,scikit_interpn,1,1
45,45,3245.244959592819,0.0032332163975618855,0.012553212955462856,scikit_interpn,1,1
50,50,6567.581422805786,0.0024122639904977155,0.009952736202038626,scikit_interpn,1,1
10,10,8.441137790679932,0.10195642209485842,0.4025732023046019,scikit_interpn,1,1
15,15,15.204533815383911,0.03404976805511188,0.13678999526618252,scikit_interpn,1,1
20,20,44.33144497871399,0.01616951981076463,0.06885802770572613,scikit_interpn,1,1
25,25,118.7102735042572,0.010739096234355075,0.04163844729834476,scikit_interpn,1,1
30,30,297.62818479537964,0.006882254010059409,0.028805737151747057,scikit_interpn,1,1
35,35,721.3702847957611,0.005435739649806502,0.02089683820617283,scikit_interpn,1,1
40,40,1616.3110291957855,0.0037747864083739254,0.01572855923386096,scikit_interpn,1,1
45,45,3294.168967962265,0.0032304758137955453,0.012525139689997244,scikit_interpn,1,1
50,50,6553.53183054924,0.0024121476040319992,0.009917142404848311,scikit_interpn,1,1
10,10,8.420732021331787,0.10195942984255113,0.4026862550454441,scikit_interpn,1,1
15,15,15.423045635223389,0.03404963505689775,0.13686929344696308,scikit_interpn,1,1
20,20,45.46914720535278,0.01616877315765082,0.0688741036108832,scikit_interpn,1,1
25,25,120.61130785942078,0.010739006168122955,0.041621111881669726,scikit_interpn,1,1
30,30,298.6551282405853,0.006882247079560357,0.028755659293321023,scikit_interpn,1,1
35,35,735.2073705196381,0.0054354519990618255,0.020859850867859908,scikit_interpn,1,1
40,40,1645.4155700206757,0.0037745816427336987,0.015697659207909553,scikit_interpn,1,1
45,45,3272.265777826309,0.003230574069987206,0.01249987843210254,scikit_interpn,1,1
50,50,6559.036315917969,0.002411546032884166,0.00990911551174023,scikit_interpn,1,1
10,10,8.425491094589233,0.10195650058628081,0.40256684255976005,scikit_interpn,1,1
15,15,14.74622106552124,0.03404947741451268,0.1367996470970515,scikit_interpn,1,1
20,20,44.02843761444092,0.01616955271603901,0.06890039752772625,scikit_interpn,1,1
25,25,122.475417137146,0.010739193319196273,0.04163007923976181,scikit_interpn,1,1
30,30,303.213419675827,0.006882220032127435,0.028778375183615923,scikit_interpn,1,1
35,35,727.9892010688782,0.005436112598749839,0.020878693575397067,scikit_interpn,1,1
40,40,1613.4981443881989,0.003774750886248328,0.015705628390607185,scikit_interpn,1,1
45,45,3249.7087178230286,0.003232571433789723,0.012519137733543073,scikit_interpn,1,1
50,50,6537.4404973983765,0.00241241456377903,0.009910394982463488,scikit_interpn,1,1
10,10,8.383535146713257,0.1019585311529565,0.40285826514207634,scikit_interpn,1,1
15,15,14.603946447372437,0.034050764672667794,0.136913236384122,scikit_interpn,1,1
20,20,43.246013879776,0.016169474435571082,0.06889828151750743,scikit_interpn,1,1
25,25,124.84098529815674,0.010739036101592717,0.04161580571266932,scikit_interpn,1,1
30,30,301.22748279571533,0.006882518104769526,0.02874128893253025,scikit_interpn,1,1
35,35,738.7817027568817,0.005436118756934624,0.020847712681548503,scikit_interpn,1,1
40,40,1608.5956444740295,0.0037745853593442423,0.015687031972041243,scikit_interpn,1,1
45,45,3239.9968321323395,0.003230732853929825,0.0124878099733845,scikit_interpn,1,1
50,50,6535.7566504478455,0.0024123729473765044,0.009895917114102648,scikit_interpn,1,1
10,10,7.803926229476929,0.10196166083803422,0.4029354769711663,scikit_interpn,1,1
15,15,15.567648649215698,0.03405187695348215,0.1368294316427724,scikit_interpn,1,1
20,20,46.050208568573,0.01616860975506813,0.0688948920855339,scikit_interpn,1,1
25,25,121.98725748062134,0.01073917062567903,0.04163889672581511,scikit_interpn,1,1
30,30,295.0219871997833,0.006882663897268399,0.028805720685984637,scikit_interpn,1,1
35,35,728.4038338661194,0.005435820930170985,0.02089887960397785,scikit_interpn,1,1
40,40,1618.4302761554718,0.003774724839712771,0.01572849474741478,scikit_interpn,1,1
45,45,3311.8353192806244,0.003230382527440818,0.012527168442924008,scikit_interpn,1,1
50,50,6619.535213470459,0.0024123599993466785,0.009938516334904612,scikit_interpn,1,1
10,10,8.446495532989502,0.10195704504801373,0.40275112017364767,scikit_interpn,1,1
15,15,16.199930906295776,0.03405134451623535,0.1368762008050446,scikit_interpn,1,1
20,20,45.952807664871216,0.016169304615026362,0.06885078383410226,scikit_interpn,1,1
25,25,125.2769067287445,0.01073901566050329,0.04160969974872264,scikit_interpn,1,1
